rank,personName,age,finalWorth,year,month,category,country,state,city,countryOfCitizenship,selfMade,gender,birthDate,title,philanthropyScore
2324,Weng Xianding,60,1200,2022,4,Healthcare,China,,Shenzhen,China,TRUE,M,28-11-1961,,
2324,Horst Wortmann,80,1200,2022,4,Fashion & Retail,Germany,,Detmold,Germany,TRUE,M,08-05-1941,,
2324,Wu Chung-yi,66,1200,2022,4,Manufacturing,Taiwan,,Chang Hwa County,Taiwan,FALSE,M,01-07-1955,,
2324,Wu Li-gann,81,1200,2022,4,Manufacturing,Taiwan,,Kaohsiung,Taiwan,TRUE,M,01-01-1941,,
2324,Wu Peifu & family,60,1200,2022,4,Manufacturing,China,,Suqian,China,TRUE,M,10-10-1961,,
2324,Xiu Laigui,67,1200,2022,4,Healthcare,China,,Tonghua,China,TRUE,M,01-07-1954,,
2324,Yeh Kuo-I,80,1200,2022,4,Manufacturing,,,,Taiwan,TRUE,M,21-04-1941,,
2324,Faxiang Yu,50,1200,2022,4,Media & Entertainment,China,,Shaoxing,China,TRUE,M,07-10-1971,,
2324,Zeng Chaolin,39,1200,2022,4,Metals & Mining,China,,Yongzhou,China,FALSE,M,01-08-1982,,
2324,Zhang Tianyu,54,1200,2022,4,Telecom,China,,Shenzhen,China,TRUE,M,08-08-1967,,
2324,Shusheng Zheng,56,1200,2022,4,Telecom,China,,Hangzhou,China,TRUE,M,01-01-1966,,
2448,A. Jayson Adair,52,1100,2022,4,Automotive,United States,Texas,Dallas,United States,TRUE,M,16-10-1969,,
2448,Joao Alves de Queiroz Filho,69,1100,2022,4,Diversified,Brazil,,São Paulo,Brazil,TRUE,M,01-01-1953,,
2448,Ryuji Arai,75,1100,2022,4,Fashion & Retail,Japan,,Tokyo,Japan,TRUE,M,28-05-1946,,
2448,Sara Blakely,51,1100,2022,4,Fashion & Retail,United States,Georgia,Atlanta,United States,TRUE,F,27-02-1971,Founder,
2448,Lloyd Blankfein,67,1100,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,20-09-1954,CEO,
2448,Henadiy Boholyubov,60,1100,2022,4,Diversified,Ukraine,,Dnipro,Ukraine,TRUE,M,01-01-1962,,
2448,Casper Callerström,48,1100,2022,4,Finance & Investments,Sweden,,Stockholm,Sweden,TRUE,M,08-04-1973,,
2448,Kejian Cao,59,1100,2022,4,Manufacturing,China,,Quzhou,China,TRUE,M,10-04-1962,,
2448,Turgay Ciner,66,1100,2022,4,Diversified,Turkey,,Istanbul,Turkey,TRUE,M,01-03-1956,,
2448,Dai Lizhong,53,1100,2022,4,Healthcare,China,,Changsha,China,TRUE,M,01-07-1968,,
2448,Pedro de Godoy Bueno,31,1100,2022,4,Healthcare,Brazil,,Sao Paulo,Brazil,FALSE,M,14-04-1990,,
2448,Aydin Dogan,85,1100,2022,4,Media & Entertainment,Turkey,,Istanbul,Turkey,TRUE,M,15-04-1936,,
2448,Wolfgang Egger,56,1100,2022,4,Real Estate,Germany,,Augsburg,Germany,TRUE,M,18-08-1965,,
2448,Gabriel Escarrer,87,1100,2022,4,Service,Spain,,Palma de Majorca,Spain,TRUE,M,02-03-1935,,
2448,Richard Fairbank,71,1100,2022,4,Finance & Investments,United States,Virginia,McLean,United States,TRUE,M,01-09-1950,,
2448,Andy Fang,29,1100,2022,4,Technology,United States,California,Monte Vista,United States,TRUE,M,21-06-1992,Cofounder,
2448,Benedicte Find,,1100,2022,4,Healthcare,Denmark,,Copenhagen,Denmark,FALSE,F,,,
2448,Paul Fireman,78,1100,2022,4,Fashion & Retail,United States,Massachusetts,Brookline,United States,TRUE,M,14-02-1944,,
2448,Donald Friese,81,1100,2022,4,Manufacturing,United States,California,Los Angeles,United States,TRUE,M,03-10-1940,,
2448,Soichiro Fukutake,76,1100,2022,4,Service,New Zealand,,Auckland,Japan,FALSE,M,14-12-1945,,
2448,Antonio Gallardo Ballart,86,1100,2022,4,Healthcare,Spain,,Barcelona,Spain,FALSE,M,12-03-1936,,
2448,David Golub,59,1100,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,16-04-1962,Investor,
2448,Guan Yihong,52,1100,2022,4,Food & Beverage,China,,Guangzhou,China,TRUE,M,,,
2448,Stelios Haji-Ioannou,55,1100,2022,4,Service,Monaco,,Monte Carlo,Cyprus,FALSE,M,14-02-1967,,
2448,Mustafa Hamied,81,1100,2022,4,Healthcare,India,,Mumbai,India,FALSE,M,23-10-1940,,
2448,Han Arming Hanafia,,1100,2022,4,Technology,Indonesia,,Bogor,Indonesia,TRUE,M,,,
2448,Ronnen Harary,50,1100,2022,4,Manufacturing,Canada,,Toronto,Canada,TRUE,M,01-01-1972,,
2448,David Helgason,44,1100,2022,4,Technology,Denmark,,Copenhagen,Iceland,TRUE,M,01-01-1978,,
2448,Christian Herz,,1100,2022,4,Finance & Investments,Germany,,Hamburg,Germany,FALSE,M,,,
2448,Michaela Herz,,1100,2022,4,Finance & Investments,Germany,,Hamburg,Germany,FALSE,F,,,
2448,Eduardo Hochschild,58,1100,2022,4,Metals & Mining,Peru,,Lima,Peru,FALSE,M,04-12-1963,Chairman,
2448,Hong Seok-joh,69,1100,2022,4,Fashion & Retail,South Korea,,Seoul,South Korea,FALSE,M,08-01-1953,,
2448,Huang Jiangji,,1100,2022,4,Technology,China,,Beijing,Hong Kong,TRUE,M,,,
2448,Huang Xu,54,1100,2022,4,Technology,China,,Fuzhou,China,TRUE,M,01-09-1967,,
2448,Subba Rao Jasti,95,1100,2022,4,Healthcare,India,,Hyderabad,India,TRUE,M,01-01-1927,,
2448,Long Jiang,48,1100,2022,4,Technology,China,,Weifang,China,TRUE,M,01-02-1974,,
2448,Jiang Xuefei & family,52,1100,2022,4,Technology,China,,Shenzhen,China,TRUE,M,08-12-1969,Actor,
2448,Jonas Kamprad,56,1100,2022,4,Finance & Investments,United Kingdom,,London,Sweden,FALSE,M,04-03-1966,,
2448,Mathias Kamprad,52,1100,2022,4,Finance & Investments,United Kingdom,,London,Sweden,FALSE,M,27-06-1969,,
2448,Peter Kamprad,58,1100,2022,4,Finance & Investments,Belgium,,Tervuren,Sweden,FALSE,M,29-03-1964,,
2448,Andrew Karam,40,1100,2022,4,Media & Entertainment,United States,California,Menlo Park,United States,TRUE,M,12-02-1982,,
2448,Samvel Karapetyan,56,1100,2022,4,Construction & Engineering,Russia,,Moscow,Russia,TRUE,M,18-08-1965,,
2448,Alexander Karp,54,1100,2022,4,Technology,United States,California,Palo Alto,United States,TRUE,M,01-10-1967,Entrepreneur,
2448,Ke Guihua,56,1100,2022,4,Manufacturing,China,,Shanghai,China,TRUE,M,13-10-1965,,
2448,Kim Jung-woong,47,1100,2022,4,Fashion & Retail,South Korea,,Seoul,South Korea,TRUE,M,01-01-1975,,
2448,Harry Klagsbrun,67,1100,2022,4,Finance & Investments,Sweden,,Stockholm,Sweden,TRUE,M,22-07-1954,,
2448,Alexander Knauf,47,1100,2022,4,Manufacturing,Germany,,Würzburg,Germany,FALSE,M,30-05-1974,,
2448,Martin Knauf,,1100,2022,4,Manufacturing,Germany,,Berlin,Germany,FALSE,M,,,
2448,Robert Knauf,,1100,2022,4,Manufacturing,Germany,,Meerbusch,Germany,FALSE,M,,,
2448,Koh Wee Meng,58,1100,2022,4,Real Estate,Singapore,,Singapore,Singapore,TRUE,M,01-07-1963,,
2448,Sergei Kolesnikov,50,1100,2022,4,Manufacturing,Russia,,Moscow,Russia,TRUE,M,25-02-1972,,
2448,Andrei Komarov,55,1100,2022,4,Manufacturing,Russia,,Moscow,Russia,TRUE,M,11-10-1966,,
2448,Koo Bon-neung,73,1100,2022,4,Manufacturing,South Korea,,Seoul,South Korea,FALSE,M,26-03-1949,,
2448,Koo Bon-sik,63,1100,2022,4,Technology,South Korea,,Seoul,South Korea,FALSE,M,28-06-1958,,
2448,Suresh Krishna,85,1100,2022,4,Automotive,India,,Chennai,India,FALSE,M,24-12-1936,,
2448,Nancy Lerner,61,1100,2022,4,Finance & Investments,United States,Ohio,Cleveland,United States,FALSE,F,11-05-1960,,
2448,Norma Lerner,86,1100,2022,4,Finance & Investments,United States,Ohio,Cleveland,United States,FALSE,F,28-03-1936,,
2448,Randolph Lerner,60,1100,2022,4,Finance & Investments,United States,Ohio,Cleveland,United States,FALSE,M,21-02-1962,,
2448,Li Shui-po,65,1100,2022,4,Manufacturing,China,,Kunshan,Taiwan,TRUE,M,01-08-1956,,
2448,Li Tan,57,1100,2022,4,Healthcare,China,,Shenzhen,China,TRUE,F,19-12-1964,,
2448,Li Wenmei & family,59,1100,2022,4,Healthcare,China,,Guangzhou,China,TRUE,M,27-10-1962,,
2448,Lim Hariyanto Wijaya Sarwono,93,1100,2022,4,Energy,Indonesia,,Jakarta,Indonesia,TRUE,M,01-11-1928,,
2448,Lin Jie & family,53,1100,2022,4,Healthcare,China,,Taizhou,China,TRUE,F,31-01-1969,,
2448,Liu Chengyu & family,59,1100,2022,4,Manufacturing,China,,Shenzhen,China,TRUE,M,26-07-1962,,
2448,Lou Boliang,58,1100,2022,4,Healthcare,China,,Beijing,United States,TRUE,M,01-09-1963,,
2448,Lun Ruixiang & family,54,1100,2022,4,Real Estate,Hong Kong,,Hong Kong,China,TRUE,M,01-01-1968,,
2448,Lv Yongxiang,72,1100,2022,4,Manufacturing,China,,Changchun,China,TRUE,M,03-01-1950,,
2448,Ma Xiuhui,51,1100,2022,4,Manufacturing,China,,Shanghai,China,TRUE,F,07-01-1971,,
2448,Yasseen Mansour,60,1100,2022,4,Diversified,Egypt,,Cairo,Egypt,TRUE,M,08-08-1961,,
2448,Jorge Mas,59,1100,2022,4,Construction & Engineering,United States,Florida,Miami,United States,FALSE,M,28-02-1963,,
2448,Michael McCain,,1100,2022,4,Food & Beverage,Canada,,Toronto,Canada,FALSE,M,,,
2448,Gabriella Meister,,1100,2022,4,Manufacturing,Germany,,Landsberg am Lech,Germany,FALSE,F,,,
2448,Ulrike Meister,55,1100,2022,4,Manufacturing,Germany,,Landsberg,Germany,FALSE,F,13-03-1967,,
2448,Jeffrey Michael & family,65,1100,2022,4,Technology,United States,Minnesota,Minnetonka,United States,TRUE,M,18-07-1956,,
2448,Soichiro Minami,45,1100,2022,4,Technology,Japan,,Tokyo,Japan,TRUE,M,15-06-1976,,
2448,Bob Muglia,62,1100,2022,4,Technology,United States,Washington,Mercer Island,United States,TRUE,M,02-10-1959,,
2448,Erik Must,79,1100,2022,4,Finance & Investments,Norway,,Oslo,Norway,TRUE,M,26-01-1943,,
2448,Kerr Neilson,72,1100,2022,4,Finance & Investments,Australia,,Sydney,Australia,TRUE,M,17-10-1949,,
2448,John Oyler,54,1100,2022,4,Healthcare,China,,,United States,TRUE,M,03-04-1968,,
2448,Park Hyeon-joo,63,1100,2022,4,Finance & Investments,South Korea,,Seoul,South Korea,TRUE,M,17-10-1958,,
2448,Jose Isaac Peres & family,81,1100,2022,4,Real Estate,Brazil,,Rio de Janeiro,Brazil,TRUE,M,18-07-1940,Entrepreneur,
2448,Catherine Phillips,,1100,2022,4,Finance & Investments,Canada,,Toronto,Canada,TRUE,F,,,
2448,John Phillips,71,1100,2022,4,Finance & Investments,Canada,,Toronto,Canada,TRUE,M,01-01-1951,,
2448,Pu Zhongjie & family,59,1100,2022,4,Healthcare,China,,Beijing,China,TRUE,M,01-01-1963,,
2448,Qian Xiaojun,47,1100,2022,4,Technology,China,,Beijing,China,TRUE,M,01-02-1975,,
2448,Anton Rabie,50,1100,2022,4,Manufacturing,Canada,,Toronto,Canada,TRUE,M,01-01-1972,,
2448,Igor Rybakov,49,1100,2022,4,Manufacturing,Russia,,Moscow,Russia,TRUE,M,16-05-1972,,
2448,K. Rai Sahi,75,1100,2022,4,Real Estate,Canada,,Mississauga,Canada,TRUE,M,30-04-1946,Entrepreneur,
2448,"Karl Scheufele, III. & family",83,1100,2022,4,Fashion & Retail,Switzerland,,Geneva,Switzerland,TRUE,M,01-01-1939,,
2448,Steven Schuurman,46,1100,2022,4,Technology,Netherlands,,Amsterdam,Netherlands,TRUE,M,24-09-1975,Entrepreneur,
2448,Shao Zengming,,1100,2022,4,Manufacturing,China,,Zhengzhou,China,TRUE,M,,,
2448,Analjit Singh,68,1100,2022,4,Diversified,India,,Delhi,India,FALSE,M,11-01-1954,,
2448,Kavita Singhania,60,1100,2022,4,Manufacturing,India,,Chennai,India,FALSE,F,01-01-1962,,
2448,Michael S. Smith,66,1100,2022,4,Energy,United States,Florida,Miami Beach,United States,TRUE,M,09-05-1955,Investor,
2448,Scott Smith,72,1100,2022,4,Technology,United States,Utah,Provo,United States,TRUE,M,12-04-1949,,
2448,Ashok Soota,79,1100,2022,4,Technology,India,,Bangalore,India,TRUE,M,12-11-1942,,
2448,Michael Spencer,66,1100,2022,4,Finance & Investments,United Kingdom,,"London, Suffolk",United Kingdom,TRUE,M,30-05-1955,,
2448,Venu Srinivasan,69,1100,2022,4,Automotive,India,,Chennai,India,FALSE,M,11-12-1952,,
2448,Dirk Stroeer,53,1100,2022,4,Media & Entertainment,Germany,,Cologne,Germany,FALSE,M,01-01-1969,,
2448,Susanto Suwarto,66,1100,2022,4,Media & Entertainment,Indonesia,,Jakarta,Indonesia,TRUE,M,09-02-1956,,
2448,Xiuguo Tang,58,1100,2022,4,Manufacturing,China,,Changsha,China,TRUE,M,25-08-1963,,
2448,Mehmet Sinan Tara,63,1100,2022,4,Construction & Engineering,Turkey,,Istanbul,Turkey,FALSE,M,24-05-1958,,
2448,Robert Toll,81,1100,2022,4,Real Estate,United States,Florida,Miami Beach,United States,TRUE,M,30-12-1940,,
2448,Surin Upatkoon,72,1100,2022,4,Diversified,Malaysia,,Kuala Lumpur,Thailand,TRUE,M,18-04-1949,,
2448,Sunil Vachani,53,1100,2022,4,Manufacturing,India,,Delhi,India,TRUE,M,27-11-1968,,
2448,Murat Vargi,74,1100,2022,4,Telecom,Turkey,,Istanbul,Turkey,TRUE,M,14-11-1947,,
2448,Pongsak Viddayakorn,88,1100,2022,4,Healthcare,Thailand,,Bangkok,Thailand,TRUE,M,23-03-1934,,
2448,Wang Linxiang,,1100,2022,4,Fashion & Retail,China,,Erdos,China,TRUE,M,,,
2448,Wang Shumin,65,1100,2022,4,Manufacturing,China,,Beijing,China,TRUE,F,11-01-1957,,
2448,Richard Warke,,1100,2022,4,Metals & Mining,Canada,,Vancouver,Canada,TRUE,M,,,
2448,Anne Werninghaus,36,1100,2022,4,Manufacturing,Brazil,,Joinville,Brazil,FALSE,F,01-01-1986,,
2448,Allan Wong,72,1100,2022,4,Manufacturing,Hong Kong,,Hong Kong,Hong Kong,TRUE,M,01-04-1950,,
2448,Chaoqun Wu,52,1100,2022,4,Manufacturing,China,,Meishan,China,TRUE,M,18-05-1969,,
2448,Wu Yonghua,51,1100,2022,4,Fashion & Retail,China,,Xiamen,China,TRUE,M,01-01-1971,,
2448,Wu Zhenxing,52,1100,2022,4,Food & Beverage,China,,Foshan,China,TRUE,M,01-10-1969,,
2448,Franziska Wuerbser,34,1100,2022,4,Manufacturing,,,,Germany,FALSE,F,21-03-1988,,
2448,Xia Xinde,57,1100,2022,4,Manufacturing,China,,Guangzhou,China,TRUE,M,15-10-1964,,
2448,Xiong Jun & family,48,1100,2022,4,Healthcare,China,,Shanghai,China,TRUE,M,06-02-1974,,
2448,Jane Yan & family,52,1100,2022,4,Technology,China,,Beijing,China,TRUE,F,19-07-1969,,
2448,Yang Erzhu,71,1100,2022,4,Real Estate,China,,Foshan,China,TRUE,M,01-01-1951,,
2448,Vlad Yatsenko,38,1100,2022,4,Finance & Investments,United Kingdom,,London,Ukraine,TRUE,M,30-08-1983,,
2448,Yi Xianzhong & family,62,1100,2022,4,Healthcare,China,,Guangzhou,China,TRUE,M,01-05-1959,,
2448,Yoshiaki Yoshida,81,1100,2022,4,Fashion & Retail,Japan,,,Japan,TRUE,M,31-01-1941,,
2448,Yu Rong,50,1100,2022,4,Healthcare,China,,Shanghai,China,TRUE,M,14-12-1971,,
2448,Igor Yusufov,65,1100,2022,4,Energy,Russia,,Moscow,Russia,TRUE,M,12-06-1956,,
2448,Zeng Weixiong,,1100,2022,4,Healthcare,China,,Shanghai,China,TRUE,M,,,
2448,Zhang Cheng Fei,54,1100,2022,4,Manufacturing,China,,Dongguan,China,TRUE,M,01-10-1967,,
2448,Zhang Fangliang,57,1100,2022,4,Healthcare,China,,Nanjing,China,TRUE,M,01-01-1965,,
2448,Baoshen Zhong,54,1100,2022,4,Energy,China,,Xian,China,TRUE,M,01-12-1967,,
2448,Zhou Minghua,58,1100,2022,4,Healthcare,China,,Linhai,China,TRUE,M,01-01-1964,,
2578,Krishna Kumar Bangur,61,1000,2022,4,Manufacturing,India,,Kolkata,India,FALSE,M,02-07-1960,,
2578,"Wilbur  'Ed' Bosarge, Jr.",82,1000,2022,4,Finance & Investments,United States,Texas,Houston,United States,TRUE,M,28-07-1939,,
2578,Johanna Braun,42,1000,2022,4,Healthcare,Germany,,Melsungen,Germany,FALSE,F,01-01-1980,,
2578,Karl Friedrich Braun,39,1000,2022,4,Healthcare,Germany,,Melsungen,Germany,FALSE,M,01-01-1983,,
2578,Jean-Pierre Cayard,79,1000,2022,4,Food & Beverage,France,,Paris,France,FALSE,M,01-01-1943,,
2578,Tony Chen,72,1000,2022,4,Technology,Taiwan,,Taichung,Taiwan,TRUE,M,01-07-1949,,
2578,Vivien Chen,63,1000,2022,4,Real Estate,Hong Kong,,Hong Kong,Hong Kong,FALSE,F,14-01-1959,,
2578,Chey Ki-won,57,1000,2022,4,Technology,South Korea,,Seoul,South Korea,FALSE,F,06-07-1964,,
2578,Pollyanna Chu,64,1000,2022,4,Finance & Investments,Hong Kong,,Hong Kong,Hong Kong,TRUE,F,01-04-1958,,
2578,Roy Chi Ping Chung,69,1000,2022,4,Manufacturing,Hong Kong,,Hong Kong,Hong Kong,TRUE,M,01-04-1953,,
2578,Doug Clarke,41,1000,2022,4,Technology,Australia,,Melbourne,Australia,TRUE,M,01-01-1981,,
2578,Ronald Clarke,66,1000,2022,4,Technology,United States,Georgia,Duluth,United States,TRUE,M,15-08-1955,CEO,
2578,Jean-Paul Clozel,67,1000,2022,4,Healthcare,Switzerland,,Basel,Switzerland,TRUE,M,03-04-1955,,
2578,Carl DeSantis,82,1000,2022,4,Food & Beverage,United States,Florida,Delray Beach,United States,TRUE,M,19-07-1939,,
2578,Sefik Yilmaz Dizdar,84,1000,2022,4,Fashion & Retail,Turkey,,Istanbul,Turkey,TRUE,M,16-03-1938,,
2578,Charles Dunstone,58,1000,2022,4,Telecom,United Kingdom,,London,United Kingdom,TRUE,M,01-01-1964,,
2578,Larry Fink,69,1000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,02-11-1952,"Cofounder, CEO",
2578,Fu Gang,51,1000,2022,4,Healthcare,China,,Qingdao,China,TRUE,M,01-05-1970,,
2578,Jorge Gallardo Ballart,80,1000,2022,4,Healthcare,Spain,,Barcelona,Spain,FALSE,M,26-09-1941,,
2578,Nari Genomal,82,1000,2022,4,Fashion & Retail,Philippines,,Manila,Philippines,FALSE,M,01-01-1940,,
2578,Ramesh Genomal,71,1000,2022,4,Fashion & Retail,Philippines,,Manila,Philippines,FALSE,M,01-01-1951,,
2578,Sunder Genomal,68,1000,2022,4,Fashion & Retail,India,,Bangalore,Philippines,FALSE,M,01-01-1954,,
2578,Horst-Otto Gerberding,69,1000,2022,4,Food & Beverage,Germany,,Holzminden,Germany,FALSE,M,08-07-1952,,
2578,Guo Jiangang,55,1000,2022,4,Manufacturing,China,,Foshan,China,TRUE,M,15-08-1966,,
2578,Polys Haji-Ioannou,62,1000,2022,4,Service,Monaco,,Monaco,Cyprus,FALSE,M,11-01-1960,,
2578,Huang Jian,55,1000,2022,4,Manufacturing,China,,Shunde,China,TRUE,M,01-01-1967,,
2578,Huang Jinxiang & family,57,1000,2022,4,Manufacturing,China,,Xuancheng,China,TRUE,M,27-01-1965,,
2578,Huang Weibin,54,1000,2022,4,Manufacturing,China,,Haining,China,TRUE,M,01-09-1967,,
2578,Hiroshi Ishibashi,75,1000,2022,4,Automotive,Japan,,Tokyo,Japan,FALSE,M,01-08-1946,,
2578,Bent Jensen,70,1000,2022,4,Manufacturing,Denmark,,Nordborg,Denmark,FALSE,M,15-12-1951,,
2578,Boris Jordan,55,1000,2022,4,Manufacturing,United States,New York,New York,United States,TRUE,M,02-06-1966,,
2578,Morris Kahn,92,1000,2022,4,Technology,Israel,,Beit Yanay,Israel,TRUE,M,01-01-1930,,
2578,Marcelo Kalim,52,1000,2022,4,Finance & Investments,Brazil,,Sao Paulo,Brazil,TRUE,M,15-10-1969,,
2578,Eugene Kaspersky,56,1000,2022,4,Technology,Russia,,Moscow,Russia,TRUE,M,04-10-1965,,
2578,Kangbao Ke & family,59,1000,2022,4,Healthcare,China,,Guangzhou,China,TRUE,M,01-01-1963,,
2578,Yunfeng Ke & family,55,1000,2022,4,Healthcare,China,,Guangzhou,China,TRUE,M,01-01-1967,,
2578,Ken Kendrick,78,1000,2022,4,Sports,United States,Arizona,Paradise Valley,United States,TRUE,M,02-09-1943,,
2578,Ihor Kolomoyskyy,59,1000,2022,4,Diversified,Ukraine,,Kiev,Ukraine,TRUE,M,13-02-1963,,
2578,Jeff Lawson,44,1000,2022,4,Technology,United States,California,San Francisco,United States,TRUE,M,21-06-1977,Entrepreneur,
2578,Liang Jiankun & family,60,1000,2022,4,Metals & Mining,China,,Nanjing,China,TRUE,M,01-07-1961,,
2578,Liu Baolin,68,1000,2022,4,Fashion & Retail,China,,Wuhan,China,TRUE,M,01-06-1953,,
2578,Liu Quan,45,1000,2022,4,Technology,China,,Beijing,China,TRUE,M,03-12-1976,,
2578,Udo Mueller,60,1000,2022,4,Media & Entertainment,Germany,,Cologne,Germany,TRUE,M,01-01-1962,,
2578,Bruce Nordstrom,88,1000,2022,4,Fashion & Retail,United States,Washington,Seattle,United States,FALSE,M,01-10-1933,,
2578,Scott Nuttall,49,1000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,25-11-1972,,
2578,Roberto Ongpin,85,1000,2022,4,Diversified,Philippines,,Manila,Philippines,TRUE,M,06-01-1937,,
2578,Adrian Paval,53,1000,2022,4,Fashion & Retail,Romania,,Bacau,Romania,TRUE,M,23-09-1968,,
2578,Tyler Perry,52,1000,2022,4,Media & Entertainment,United States,Georgia,Atlanta,United States,TRUE,M,14-09-1969,Director,
2578,Grant Petty,53,1000,2022,4,Technology,Australia,,Melbourne,Australia,TRUE,M,01-01-1969,,
2578,G.V. Prasad,61,1000,2022,4,Healthcare,India,,Hyderabad,India,FALSE,M,22-11-1960,,
2578,Qiu Zixin,58,1000,2022,4,Healthcare,China,,Beijing,China,TRUE,M,01-11-1963,,
2578,Jupally Rameshwar Rao,66,1000,2022,4,Real Estate,India,,Hyderabad,India,TRUE,M,16-09-1955,,
2578,Vera Rechulski Santo Domingo,73,1000,2022,4,Food & Beverage,Bermuda,,,Brazil,FALSE,F,26-12-1948,,
2578,Michael Rees,47,1000,2022,4,Finance & Investments,United States,Connecticut,New Canaan,United States,TRUE,M,19-03-1975,,
2578,Mark Rein,58,1000,2022,4,Media & Entertainment,United States,North Carolina,Raleigh,United States,TRUE,M,02-05-1963,,
2578,Ren Zhengfei,78,1000,2022,4,Telecom,China,,Shenzhen,China,TRUE,M,01-01-1944,,
2578,Francisco Jose Riberas Mera,57,1000,2022,4,Manufacturing,Spain,,Madrid,Spain,FALSE,M,01-06-1964,,
2578,Boris Rotenberg,65,1000,2022,4,Construction & Engineering,Russia,,Moscow,Russia,TRUE,M,03-01-1957,,
2578,Chanchai Ruayrungruang,68,1000,2022,4,Real Estate,China,,Beijing,China,TRUE,M,01-01-1954,,
2578,Alan Rydge,69,1000,2022,4,Media & Entertainment,Australia,,Sydney,Australia,TRUE,M,24-06-1952,,
2578,Oliver Samwer,48,1000,2022,4,Technology,Germany,,Munich,Germany,TRUE,M,09-08-1973,Entrepreneur,
2578,Glenn Sanford,55,1000,2022,4,Real Estate,United States,Washington,Blaine,United States,TRUE,M,15-10-1966,,
2578,Dhruv Sawhney,77,1000,2022,4,Construction & Engineering,India,,Delhi,India,FALSE,M,26-06-1944,,
2578,Stephan Schnabel,,1000,2022,4,Manufacturing,,,,Germany,FALSE,M,,,
2578,Neerja Sethi,67,1000,2022,4,Technology,United States,Florida,Fisher Island,United States,TRUE,F,16-01-1955,Entrepreneur,
2578,Ramesh Chandra Sharma,77,1000,2022,4,Finance & Investments,India,,Mumbai,India,TRUE,M,03-01-1945,,
2578,Dean Solon,57,1000,2022,4,Energy,United States,Tennessee,Gallatin,United States,TRUE,M,01-01-1965,,
2578,Mike Speiser,51,1000,2022,4,Technology,United States,California,San Francisco,United States,TRUE,M,25-01-1971,Managing Director,
2578,Jeff Sprecher,67,1000,2022,4,Finance & Investments,United States,Georgia,Atlanta,United States,TRUE,M,23-02-1955,,
2578,Axel Stawski,71,1000,2022,4,Real Estate,United States,New York,Sagaponack,United States,TRUE,M,14-11-1950,,
2578,Joseph Steinberg,78,1000,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,05-02-1944,,
2578,Bhawari Bai Surana,76,1000,2022,4,Healthcare,India,,Bangalore,India,FALSE,F,28-09-1945,,
2578,Ruiqing Tan,55,1000,2022,4,Manufacturing,China,,Zhengzhou,China,TRUE,M,05-10-1966,,
2578,Masaru Tange,47,1000,2022,4,Technology,Japan,,Tokyo,Japan,TRUE,M,22-09-1974,,
2578,Dennis Anthony Uy,55,1000,2022,4,Telecom,Philippines,,Angeles,Philippines,TRUE,M,01-06-1966,,
2578,Peter-Alexander Wacker,70,1000,2022,4,Manufacturing,Germany,,Starnberg,Germany,FALSE,M,02-10-1951,,
2578,Shigefumi Wada & family,69,1000,2022,4,Technology,Japan,,"Nakano, Tokyo",Japan,TRUE,M,30-08-1952,,
